Booking_ID,Property_ID,Room_Type_ID,Channel_ID,Customer_ID,Booking_Date,Check_In_Date,Check_Out_Date,Length_of_Stay,Adults,Children,Rooms_Booked,Payment_Method,Booking_Status,ADR,Discount_Percent,Room_Revenue,Extra_Charges,Total_Revenue
B002629,P006,RT01,CH08,C001080,25-11-2024,30-12-2024,05-01-2025,6,2,0,1,Credit Card,Checked-In,2135.91,0,12815.46,354.34,13169.8
B002630,P006,RT01,CH08,C003627,12-04-2025,28-05-2025,30-05-2025,2,2,0,1,Credit Card,Cancelled,2080.66,0,4161.32,0,4161.32
B002631,P005,RT02,CH02,C000570,10-12-2024,16-01-2025,17-01-2025,1,2,0,1,UPI,Confirmed,2778.19,5,2639.28,1412.61,4051.89
B002632,P008,RT05,CH03,C004858,06-11-2025,09-01-2026,10-01-2026,1,4,0,1,Debit Card,Checked-In,4318.44,5,4102.52,65.35,4167.87
B002633,P005,RT02,CH07,C004240,05-06-2025,08-07-2025,10-07-2025,2,3,0,1,Credit Card,Confirmed,3021.32,5,5740.51,1765.63,7506.14
B002634,P002,RT03,CH06,C000309,14-02-2025,07-03-2025,12-03-2025,5,2,0,1,Credit Card,Checked-Out,4133.21,5,19632.75,727.37,20360.12
B002635,P003,RT01,CH08,C004114,25-01-2025,28-04-2025,02-05-2025,4,2,0,1,Debit Card,Checked-Out,1938.24,0,7752.96,737.25,8490.21
B002636,P001,RT01,CH07,C002873,15-07-2025,12-11-2025,14-11-2025,2,2,1,1,Credit Card,Confirmed,2122.68,5,4033.09,1508.18,5541.27
B002637,P002,RT02,CH02,C001190,26-03-2024,17-06-2024,23-06-2024,6,2,1,1,Debit Card,Checked-Out,2853.52,10,15409.01,189.67,15598.68
B002638,P007,RT05,CH06,C002939,15-02-2024,05-04-2024,06-04-2024,1,3,0,1,Net Banking,Checked-Out,4949.4,15,4206.99,81.82,4288.81
B002639,P003,RT01,CH01,C003859,27-05-2025,06-08-2025,08-08-2025,2,2,0,1,Net Banking,No-Show,1798.45,0,3596.9,0,3596.9
B002640,P004,RT04,CH06,C004948,10-12-2024,23-01-2025,24-01-2025,1,3,0,1,Net Banking,Checked-In,5712.14,5,5426.53,866.2,6292.73
B002641,P004,RT01,CH04,C001840,14-03-2025,23-05-2025,28-05-2025,5,3,0,3,Cash,Confirmed,2172.62,0,32589.3,1391.39,33980.69
B002642,P002,RT02,CH08,C000154,04-09-2024,05-09-2024,06-09-2024,1,3,0,1,UPI,Checked-In,3098.88,5,2943.94,258.88,3202.82
B002643,P001,RT02,CH08,C000110,22-02-2024,19-04-2024,25-04-2024,6,2,0,1,Net Banking,Checked-Out,2929.29,0,17575.74,582.8,18158.54
B002644,P003,RT04,CH01,C000338,08-02-2025,12-05-2025,14-05-2025,2,3,0,1,Net Banking,Checked-Out,5982.28,10,10768.1,953.84,11721.94
B002645,P004,RT01,CH02,C000507,22-04-2024,03-05-2024,10-05-2024,7,2,0,1,Cash,Checked-In,2302.3,15,13698.69,922.91,14621.6
B002646,P004,RT01,CH04,C002221,19-02-2025,29-05-2025,31-05-2025,2,3,0,1,UPI,Checked-Out,1924.95,0,3849.9,617.22,4467.12
B002647,P001,RT01,CH07,C003066,26-08-2024,09-12-2024,11-12-2024,2,2,0,1,Debit Card,Checked-Out,1845.29,5,3506.05,394.36,3900.41
B002648,P008,RT05,CH06,C001807,14-01-2024,24-04-2024,26-04-2024,2,3,0,1,Net Banking,Confirmed,4655.87,5,8846.15,684.66,9530.81
B002649,P002,RT01,CH08,C003218,29-09-2025,25-10-2025,29-10-2025,4,2,0,1,UPI,No-Show,2280.61,10,8210.2,0,8210.2
B002650,P005,RT01,CH05,C004895,24-10-2024,29-01-2025,31-01-2025,2,4,0,1,Debit Card,Checked-Out,1663.44,0,3326.88,482.39,3809.27
B002651,P007,RT02,CH02,C002447,16-02-2025,25-03-2025,29-03-2025,4,3,0,1,Credit Card,Checked-Out,3039.9,20,9727.68,663.81,10391.49
B002652,P006,RT02,CH01,C000989,14-10-2024,27-12-2024,01-01-2025,5,3,0,1,Cash,Checked-Out,3323.5,5,15786.62,455.28,16241.9
B002653,P007,RT04,CH02,C000485,11-01-2024,10-05-2024,11-05-2024,1,2,1,1,UPI,Confirmed,6631.48,0,6631.48,933.43,7564.91
B002654,P003,RT05,CH05,C003433,04-06-2024,23-06-2024,28-06-2024,5,3,0,1,Debit Card,Cancelled,4863.61,5,23102.15,0,23102.15
B002655,P004,RT02,CH08,C002007,28-03-2025,29-06-2025,30-06-2025,1,3,0,2,Credit Card,Confirmed,2523.61,0,5047.22,535.67,5582.89
B002656,P006,RT05,CH03,C000174,07-10-2024,18-11-2024,22-11-2024,4,3,0,1,Debit Card,Confirmed,5551.85,5,21097.03,602.21,21699.24
B002657,P006,RT03,CH07,C001867,21-02-2024,23-03-2024,24-03-2024,1,2,0,1,Debit Card,Cancelled,3751.66,10,3376.49,0,3376.49
B002658,P005,RT01,CH03,C001382,11-11-2025,08-02-2026,11-02-2026,3,2,0,1,UPI,Checked-Out,1827.29,0,5481.87,507.84,5989.71
B002659,P006,RT05,CH03,C001463,27-06-2024,19-07-2024,26-07-2024,7,1,0,1,UPI,Confirmed,5023.47,0,35164.29,184.81,35349.1
B002660,P001,RT03,CH04,C001054,08-10-2025,17-11-2025,18-11-2025,1,3,0,1,Credit Card,No-Show,4085.42,0,4085.42,0,4085.42
B002661,P002,RT02,CH03,C002601,07-07-2025,02-10-2025,03-10-2025,1,3,0,1,Credit Card,No-Show,3581.72,5,3402.63,0,3402.63
B002662,P003,RT03,CH07,C004163,14-09-2025,15-09-2025,17-09-2025,2,2,0,1,Debit Card,Checked-Out,4215.24,0,8430.48,2746.92,11177.4
B002663,P001,RT02,CH04,C004584,31-07-2024,30-09-2024,02-10-2024,2,2,2,1,Credit Card,Confirmed,2628.25,20,4205.2,504.94,4710.14
B002664,P002,RT01,CH02,C000785,26-02-2024,09-06-2024,10-06-2024,1,3,1,1,UPI,Checked-Out,2033.49,15,1728.47,1113.85,2842.32
B002665,P001,RT03,CH07,C002889,11-01-2024,15-04-2024,17-04-2024,2,2,0,2,Debit Card,Checked-Out,3955.69,5,15031.62,480.3,15511.92
B002666,P004,RT04,CH08,C004817,18-11-2024,17-03-2025,21-03-2025,4,3,0,2,UPI,Confirmed,5821.97,0,46575.76,1249.26,47825.02
B002667,P004,RT03,CH05,C000248,30-01-2024,22-03-2024,26-03-2024,4,2,0,1,UPI,Checked-Out,4368.17,0,17472.68,213.4,17686.08
B002668,P005,RT01,CH02,C001631,20-04-2025,15-06-2025,17-06-2025,2,3,2,1,UPI,Confirmed,1695.2,5,3220.88,597.75,3818.63
B002669,P001,RT05,CH02,C002507,26-12-2024,11-02-2025,13-02-2025,2,2,0,1,UPI,Checked-Out,4798.62,5,9117.38,475.69,9593.07
B002670,P007,RT01,CH01,C000726,21-12-2025,09-03-2026,10-03-2026,1,3,2,1,UPI,Checked-In,1816.75,0,1816.75,1405.78,3222.53
B002671,P006,RT01,CH01,C002424,23-01-2024,28-01-2024,31-01-2024,3,3,1,3,Credit Card,Checked-In,1904.16,15,14566.82,1457.47,16024.29
B002672,P004,RT01,CH07,C004990,06-12-2024,21-12-2024,22-12-2024,1,3,0,2,UPI,Checked-Out,2178.86,10,3921.95,1206.49,5128.44
B002673,P008,RT01,CH01,C002929,31-05-2025,10-06-2025,12-06-2025,2,2,1,1,UPI,Checked-In,1696.11,0,3392.22,169.33,3561.55
B002674,P002,RT02,CH04,C003484,12-09-2024,29-12-2024,31-12-2024,2,2,0,3,UPI,Checked-Out,3500.56,0,21003.36,990.29,21993.65
B002675,P008,RT02,CH05,C002692,20-06-2024,04-08-2024,05-08-2024,1,3,0,1,Net Banking,Checked-Out,3045.64,5,2893.36,1034.19,3927.55
B002676,P008,RT04,CH07,C002150,10-06-2025,21-08-2025,23-08-2025,2,2,0,1,Credit Card,Checked-In,5670.57,15,9639.97,1650.69,11290.66
B002677,P005,RT05,CH02,C004153,13-09-2025,08-11-2025,09-11-2025,1,2,1,1,Cash,Cancelled,4696.36,0,4696.36,0,4696.36
B002678,P008,RT03,CH03,C003265,28-05-2025,02-08-2025,03-08-2025,1,1,0,1,Credit Card,Confirmed,3597.85,20,2878.28,131.66,3009.94
B002679,P008,RT02,CH02,C004527,24-11-2025,30-11-2025,01-12-2025,1,2,0,1,UPI,Checked-Out,3285.45,0,3285.45,729.88,4015.33
B002680,P008,RT03,CH02,C002512,30-07-2024,19-09-2024,20-09-2024,1,2,1,1,UPI,Checked-Out,4045.96,0,4045.96,551.49,4597.45
B002681,P006,RT04,CH03,C004258,16-01-2025,08-03-2025,11-03-2025,3,2,1,1,UPI,Checked-Out,5370.1,10,14499.27,918.91,15418.18
B002682,P003,RT02,CH04,C001965,10-02-2024,10-03-2024,13-03-2024,3,2,1,1,Credit Card,Checked-Out,3139.41,15,8005.5,736.68,8742.18
B002683,P001,RT03,CH01,C002080,29-10-2024,22-12-2024,23-12-2024,1,4,1,1,UPI,Checked-In,3968.62,5,3770.19,41.39,3811.58
B002684,P007,RT02,CH03,C001196,05-05-2024,26-05-2024,29-05-2024,3,2,1,1,Cash,Confirmed,3386.35,0,10159.05,241.82,10400.87
B002685,P008,RT02,CH02,C002145,06-12-2024,09-12-2024,11-12-2024,2,2,0,1,Cash,Checked-Out,3412.96,0,6825.92,226.28,7052.2
B002686,P008,RT02,CH08,C000139,21-04-2025,25-04-2025,27-04-2025,2,2,0,1,Credit Card,Checked-In,3187.82,15,5419.29,629.7,6048.99
B002687,P004,RT03,CH04,C004237,25-09-2025,16-10-2025,17-10-2025,1,2,0,1,Credit Card,Checked-Out,4420.16,0,4420.16,648.22,5068.38
B002688,P007,RT03,CH07,C001337,21-06-2025,27-08-2025,28-08-2025,1,2,0,1,Debit Card,Cancelled,4257.24,15,3618.65,0,3618.65
B002689,P006,RT01,CH02,C003028,15-06-2025,26-09-2025,28-09-2025,2,3,0,2,UPI,Checked-In,1791.47,10,6449.29,995.02,7444.31
B002690,P002,RT02,CH06,C001689,18-10-2024,21-10-2024,22-10-2024,1,1,1,1,Debit Card,Checked-Out,3448.5,15,2931.22,333.14,3264.36
B002691,P001,RT05,CH03,C000198,08-07-2025,19-08-2025,22-08-2025,3,3,0,2,UPI,Checked-In,4706.25,0,28237.5,1596.02,29833.52
B002692,P007,RT05,CH02,C001445,10-11-2025,26-02-2026,01-03-2026,3,2,0,1,Credit Card,Checked-Out,4894.39,0,14683.17,524.72,15207.89
B002693,P002,RT01,CH06,C002413,13-06-2025,27-06-2025,28-06-2025,1,2,2,1,UPI,No-Show,1700.44,0,1700.44,0,1700.44
B002694,P005,RT01,CH06,C004634,23-07-2024,07-08-2024,09-08-2024,2,4,0,1,Debit Card,No-Show,1940.78,0,3881.56,0,3881.56
B002695,P004,RT03,CH08,C003538,19-03-2024,02-07-2024,03-07-2024,1,3,0,1,UPI,Checked-Out,3767.29,0,3767.29,210.26,3977.55
B002696,P004,RT02,CH06,C001293,11-06-2025,02-09-2025,05-09-2025,3,4,0,1,Net Banking,Confirmed,2774.14,10,7490.18,504.56,7994.74
B002697,P005,RT01,CH02,C004019,17-04-2025,13-06-2025,14-06-2025,1,2,0,1,Debit Card,No-Show,1837.63,5,1745.75,0,1745.75
B002698,P002,RT01,CH03,C000303,12-04-2024,24-06-2024,26-06-2024,2,3,2,1,Credit Card,Cancelled,1840.87,5,3497.65,0,3497.65
B002699,P007,RT03,CH03,C002027,06-04-2024,08-05-2024,09-05-2024,1,2,0,1,Net Banking,Confirmed,4401.34,10,3961.21,295.79,4257
B002700,P001,RT03,CH02,C001194,05-09-2025,08-12-2025,11-12-2025,3,3,0,1,Credit Card,Checked-In,3973.01,10,10727.13,607.3,11334.43
B002701,P002,RT02,CH06,C003815,30-05-2025,08-09-2025,09-09-2025,1,3,1,1,Net Banking,Confirmed,2557.52,5,2429.64,177.88,2607.52
B002702,P001,RT02,CH04,C004264,13-11-2025,28-02-2026,02-03-2026,2,2,2,1,Cash,No-Show,2666.16,5,5065.7,0,5065.7
B002703,P006,RT02,CH08,C004311,05-09-2025,08-11-2025,09-11-2025,1,2,0,3,Cash,Confirmed,3253.51,10,8784.48,537.52,9322
B002704,P008,RT01,CH04,C000144,04-09-2024,28-09-2024,05-10-2024,7,2,0,1,UPI,Checked-Out,1935.35,5,12870.08,130.34,13000.42
B002705,P005,RT02,CH04,C003620,20-09-2025,26-10-2025,30-10-2025,4,4,0,1,Credit Card,Cancelled,3304.86,0,13219.44,0,13219.44
B002706,P003,RT01,CH01,C003295,17-11-2024,04-12-2024,05-12-2024,1,2,0,2,Debit Card,Checked-Out,2229.46,15,3790.08,311.63,4101.71
B002707,P001,RT02,CH02,C001888,21-03-2025,14-04-2025,16-04-2025,2,1,0,1,Cash,Checked-Out,2837.75,5,5391.72,196.92,5588.64
B002708,P004,RT01,CH07,C004565,17-08-2025,14-12-2025,16-12-2025,2,2,0,1,Debit Card,Checked-Out,2119.09,10,3814.36,1105.4,4919.76
B002709,P008,RT03,CH08,C002013,03-03-2024,17-03-2024,18-03-2024,1,2,0,1,Cash,Confirmed,4041.14,0,4041.14,648.81,4689.95
B002710,P006,RT02,CH03,C001328,27-06-2024,02-09-2024,03-09-2024,1,2,1,1,Net Banking,Confirmed,3053.1,0,3053.1,1307.43,4360.53
B002711,P004,RT02,CH06,C001744,10-07-2024,13-08-2024,15-08-2024,2,3,0,1,UPI,Checked-Out,3120.69,0,6241.38,349.46,6590.84
B002712,P006,RT01,CH05,C002831,22-12-2025,27-02-2026,03-03-2026,4,3,0,1,Debit Card,Cancelled,1796.7,0,7186.8,0,7186.8
B002713,P004,RT01,CH08,C000968,27-09-2025,07-11-2025,10-11-2025,3,3,0,1,UPI,Checked-Out,2063.89,0,6191.67,383.04,6574.71
B002714,P002,RT02,CH02,C000135,11-01-2024,03-04-2024,06-04-2024,3,2,0,2,Debit Card,Cancelled,2839.47,15,14481.3,0,14481.3
B002715,P007,RT01,CH04,C004916,11-06-2024,22-06-2024,25-06-2024,3,2,0,1,Credit Card,Checked-In,1708.6,20,4100.64,841.79,4942.43
B002716,P002,RT01,CH03,C004115,20-02-2025,24-05-2025,26-05-2025,2,3,0,1,UPI,Checked-Out,1874.81,15,3187.18,253.22,3440.4
B002717,P002,RT02,CH04,C004989,31-07-2025,12-11-2025,13-11-2025,1,2,1,1,Net Banking,Checked-In,2978.86,20,2383.09,57.71,2440.8
B002718,P007,RT03,CH02,C002646,19-01-2025,09-02-2025,10-02-2025,1,3,1,2,UPI,Checked-In,4362.34,10,7852.21,894.06,8746.27
B002719,P006,RT01,CH04,C004237,02-02-2024,08-03-2024,10-03-2024,2,4,0,2,UPI,Checked-Out,2023,0,8092,724.82,8816.82
B002720,P006,RT02,CH05,C004502,17-03-2024,19-04-2024,20-04-2024,1,2,0,2,Credit Card,Cancelled,3133.04,5,5952.78,0,5952.78
B002721,P007,RT05,CH01,C003783,28-10-2025,26-01-2026,28-01-2026,2,2,0,1,Debit Card,Cancelled,4933.12,5,9372.93,0,9372.93
B002722,P004,RT05,CH06,C004596,24-03-2025,17-04-2025,19-04-2025,2,2,0,1,Credit Card,Cancelled,5101.39,5,9692.64,0,9692.64
B002723,P001,RT01,CH05,C000035,08-08-2024,15-09-2024,18-09-2024,3,2,1,2,UPI,Checked-In,1928.04,5,10989.83,680.81,11670.64
B002724,P006,RT03,CH07,C004752,21-06-2024,04-09-2024,08-09-2024,4,2,0,1,UPI,Confirmed,3748.94,10,13496.18,1111.42,14607.6
B002725,P004,RT02,CH03,C004752,26-03-2024,23-05-2024,24-05-2024,1,2,2,1,UPI,Checked-In,3187.06,0,3187.06,1122.82,4309.88
B002726,P001,RT05,CH01,C003778,18-08-2025,01-11-2025,03-11-2025,2,2,0,1,Cash,Cancelled,5668.22,0,11336.44,0,11336.44
B002727,P007,RT02,CH04,C003750,26-10-2024,18-01-2025,19-01-2025,1,3,0,1,Net Banking,Confirmed,3016.4,5,2865.58,998.35,3863.93
B002728,P002,RT03,CH02,C004120,10-07-2025,28-08-2025,02-09-2025,5,4,0,2,Net Banking,Checked-Out,4336.44,10,39027.96,25.48,39053.44
B002729,P006,RT03,CH05,C003030,03-10-2025,02-12-2025,04-12-2025,2,1,0,1,UPI,Cancelled,4551.27,0,9102.54,0,9102.54
B002730,P003,RT02,CH01,C004530,11-11-2025,13-12-2025,18-12-2025,5,4,0,1,Net Banking,Checked-Out,3417.78,0,17088.9,1153.81,18242.71
B002731,P002,RT03,CH03,C002263,11-03-2025,17-03-2025,20-03-2025,3,2,1,1,UPI,Confirmed,4128.42,0,12385.26,1293.99,13679.25
B002732,P005,RT01,CH01,C000364,17-01-2024,04-02-2024,05-02-2024,1,2,0,1,UPI,Checked-Out,1701.14,0,1701.14,345.36,2046.5
B002733,P001,RT01,CH01,C002515,19-02-2024,16-05-2024,20-05-2024,4,2,1,1,UPI,Checked-Out,1831.91,0,7327.64,236.41,7564.05
B002734,P003,RT02,CH08,C000825,18-05-2025,03-09-2025,05-09-2025,2,2,0,1,Cash,Checked-Out,3177.76,0,6355.52,205.77,6561.29
B002735,P002,RT05,CH08,C001147,11-11-2025,30-11-2025,03-12-2025,3,3,0,1,Credit Card,Checked-Out,4581.35,10,12369.64,908,13277.64
B002736,P008,RT02,CH04,C004664,07-03-2025,11-03-2025,13-03-2025,2,2,0,2,UPI,Checked-Out,2694.34,0,10777.36,1417.74,12195.1
B002737,P006,RT02,CH02,C000598,10-06-2024,11-09-2024,14-09-2024,3,2,2,1,Debit Card,Checked-In,3187.52,0,9562.56,1195.82,10758.38
B002738,P003,RT02,CH07,C002513,15-12-2024,08-04-2025,10-04-2025,2,3,0,1,UPI,Checked-In,3422.21,0,6844.42,200.54,7044.96
B002739,P004,RT01,CH08,C000604,02-01-2024,08-01-2024,13-01-2024,5,4,0,1,Credit Card,Cancelled,1719.76,0,8598.8,0,8598.8
B002740,P001,RT02,CH07,C001357,16-12-2025,04-01-2026,06-01-2026,2,3,2,1,UPI,Checked-In,2936.2,0,5872.4,234.52,6106.92
B002741,P005,RT03,CH04,C001272,02-07-2024,17-08-2024,18-08-2024,1,1,0,1,Credit Card,Checked-Out,3854.1,0,3854.1,305.83,4159.93
B002742,P004,RT05,CH01,C003686,07-03-2025,26-05-2025,28-05-2025,2,2,1,1,Debit Card,Confirmed,4921.35,0,9842.7,263.76,10106.46
B002743,P008,RT01,CH01,C002121,06-01-2025,02-05-2025,08-05-2025,6,3,0,2,Credit Card,Checked-Out,1833.49,10,19801.69,117.45,19919.14
B002744,P003,RT02,CH07,C004840,06-09-2025,12-12-2025,16-12-2025,4,2,2,1,Debit Card,Confirmed,2984.74,10,10745.06,574.19,11319.25
B002745,P002,RT01,CH07,C001730,19-03-2025,25-03-2025,28-03-2025,3,1,0,1,Net Banking,Checked-In,1821.65,5,5191.7,513.12,5704.82
B002746,P001,RT01,CH03,C000234,09-05-2025,22-07-2025,23-07-2025,1,3,0,1,UPI,Confirmed,1958.83,20,1567.06,753.82,2320.88
B002747,P006,RT01,CH03,C001212,06-02-2024,27-04-2024,28-04-2024,1,3,0,1,Net Banking,No-Show,2013.03,5,1912.38,0,1912.38
B002748,P005,RT02,CH05,C001301,16-06-2025,17-09-2025,20-09-2025,3,2,2,1,Debit Card,Confirmed,2574.31,0,7722.93,1572.26,9295.19
B002749,P002,RT01,CH06,C002467,30-09-2024,22-12-2024,25-12-2024,3,2,0,1,Cash,Checked-In,1910.91,10,5159.46,392.08,5551.54
B002750,P005,RT01,CH06,C003614,15-05-2025,17-07-2025,19-07-2025,2,3,0,2,UPI,Checked-Out,1960.53,0,7842.12,580,8422.12
B002751,P006,RT03,CH05,C002001,01-07-2024,04-09-2024,11-09-2024,7,3,0,1,Net Banking,Cancelled,4340.94,5,28867.25,0,28867.25
B002752,P007,RT05,CH02,C000423,23-08-2025,29-08-2025,01-09-2025,3,2,0,1,Credit Card,No-Show,4378.47,10,11821.87,0,11821.87
B002753,P001,RT01,CH02,C002073,26-07-2024,24-10-2024,29-10-2024,5,1,0,1,UPI,Checked-Out,2119.59,0,10597.95,1294.33,11892.28
B002754,P003,RT03,CH05,C001452,18-04-2024,02-05-2024,03-05-2024,1,2,1,1,Debit Card,Cancelled,4554.77,5,4327.03,0,4327.03
B002755,P005,RT01,CH06,C002403,28-07-2025,18-10-2025,21-10-2025,3,2,0,1,UPI,No-Show,1858.41,5,5296.47,0,5296.47
B002756,P001,RT05,CH01,C004004,30-11-2025,02-01-2026,05-01-2026,3,2,2,2,Cash,Checked-Out,5126.95,5,29223.61,55.36,29278.97
B002757,P005,RT03,CH02,C001903,16-11-2025,20-01-2026,24-01-2026,4,2,0,1,UPI,Confirmed,3981.28,5,15128.86,98.5,15227.36
B002758,P002,RT03,CH05,C004737,16-01-2024,12-02-2024,15-02-2024,3,2,0,2,Net Banking,Checked-Out,3932.25,5,22413.82,607.69,23021.51
B002759,P005,RT01,CH03,C004673,01-08-2024,05-10-2024,08-10-2024,3,2,0,2,Cash,Checked-Out,2087.17,0,12523.02,146.83,12669.85
B002760,P007,RT02,CH04,C004122,14-11-2025,24-11-2025,27-11-2025,3,2,0,1,UPI,Checked-Out,2856.52,10,7712.6,578.46,8291.06
B002761,P002,RT02,CH05,C000530,13-10-2025,21-12-2025,22-12-2025,1,2,2,1,UPI,Checked-In,3278.39,5,3114.47,778.41,3892.88
B002762,P002,RT01,CH06,C000932,15-11-2024,09-01-2025,13-01-2025,4,2,0,1,Net Banking,Checked-Out,1667.11,5,6335.02,357.87,6692.89
B002763,P001,RT01,CH06,C003787,18-04-2025,10-05-2025,12-05-2025,2,4,0,1,Credit Card,Checked-Out,2031.03,0,4062.06,278.49,4340.55
B002764,P004,RT02,CH03,C001790,29-10-2025,15-02-2026,19-02-2026,4,2,1,2,Credit Card,Checked-Out,2582.41,0,20659.28,311.35,20970.63
B002765,P006,RT03,CH04,C001576,27-03-2024,05-04-2024,09-04-2024,4,3,0,1,Net Banking,Checked-In,4066.28,10,14638.61,461.04,15099.65
B002766,P005,RT01,CH02,C003102,06-09-2025,11-12-2025,12-12-2025,1,2,1,1,UPI,Checked-Out,2015.29,0,2015.29,578.61,2593.9
B002767,P003,RT02,CH07,C001311,28-08-2025,18-11-2025,21-11-2025,3,2,0,1,Net Banking,Checked-Out,3052.16,20,7325.18,179.52,7504.7
B002768,P008,RT01,CH07,C001466,01-02-2025,16-04-2025,18-04-2025,2,3,0,1,Debit Card,Confirmed,2103.75,0,4207.5,1358.54,5566.04
B002769,P002,RT01,CH03,C003511,01-11-2025,24-11-2025,27-11-2025,3,2,0,1,UPI,Cancelled,2065.02,5,5885.31,0,5885.31
B002770,P004,RT02,CH02,C004431,03-03-2024,01-05-2024,02-05-2024,1,4,0,1,Cash,Checked-Out,2892.73,10,2603.46,601.76,3205.22
B002771,P002,RT01,CH01,C002462,16-03-2024,13-07-2024,14-07-2024,1,2,0,3,Net Banking,No-Show,1953.72,5,5568.1,0,5568.1
B002772,P004,RT02,CH04,C001584,03-04-2025,03-07-2025,06-07-2025,3,3,0,1,Debit Card,Checked-Out,2826.66,0,8479.98,304.61,8784.59
B002773,P004,RT01,CH01,C000590,22-01-2025,10-05-2025,11-05-2025,1,2,0,1,UPI,Confirmed,2066.12,5,1962.81,952.47,2915.28
B002774,P003,RT02,CH05,C002331,17-04-2025,28-04-2025,03-05-2025,5,2,1,1,UPI,Checked-Out,3518.47,0,17592.35,202.03,17794.38
B002775,P004,RT02,CH05,C001471,10-12-2024,09-04-2025,10-04-2025,1,1,0,1,Debit Card,Checked-Out,2944.8,5,2797.56,952.33,3749.89
B002776,P003,RT05,CH05,C003470,29-12-2024,30-03-2025,02-04-2025,3,3,2,1,UPI,Checked-Out,4391.66,10,11857.48,598.86,12456.34
B002777,P001,RT01,CH07,C000922,02-10-2024,28-01-2025,31-01-2025,3,2,0,2,UPI,Confirmed,1877.46,5,10701.52,52.07,10753.59
B002778,P002,RT03,CH03,C000171,31-03-2025,04-04-2025,05-04-2025,1,2,0,3,Credit Card,Checked-Out,4273.94,15,10898.55,159.83,11058.38
B002779,P003,RT01,CH07,C004299,24-01-2024,11-02-2024,16-02-2024,5,4,1,2,Credit Card,Checked-Out,1844.9,0,18449,573.43,19022.43
B002780,P006,RT02,CH01,C004376,20-10-2024,30-12-2024,02-01-2025,3,1,2,1,Net Banking,Cancelled,2871.87,10,7754.05,0,7754.05
B002781,P007,RT02,CH01,C000404,24-11-2024,11-03-2025,15-03-2025,4,2,0,1,UPI,Checked-In,3059.61,0,12238.44,837.91,13076.35
B002782,P002,RT01,CH03,C003528,11-02-2025,19-03-2025,20-03-2025,1,1,1,1,Net Banking,Confirmed,1741.02,15,1479.87,908.62,2388.49
B002783,P007,RT02,CH04,C001032,20-11-2024,17-12-2024,19-12-2024,2,3,0,1,Credit Card,Checked-Out,3563.97,15,6058.75,346.34,6405.09
B002784,P006,RT01,CH01,C004894,07-03-2025,19-04-2025,22-04-2025,3,2,2,1,Debit Card,No-Show,2172.8,0,6518.4,0,6518.4
B002785,P005,RT01,CH04,C001406,14-02-2024,27-03-2024,28-03-2024,1,2,1,1,Cash,Checked-Out,1641.47,5,1559.4,240.72,1800.12
B002786,P006,RT01,CH03,C002066,28-11-2024,04-02-2025,08-02-2025,4,2,0,1,Debit Card,Checked-Out,1684.44,0,6737.76,988.46,7726.22
B002787,P001,RT03,CH07,C001146,08-02-2025,20-04-2025,22-04-2025,2,3,0,1,Credit Card,Cancelled,4261.27,0,8522.54,0,8522.54
B002788,P005,RT03,CH04,C003566,06-12-2025,27-03-2026,31-03-2026,4,3,0,2,Debit Card,Confirmed,3881.84,0,31054.72,107.84,31162.56
B002789,P005,RT01,CH04,C001903,12-03-2025,07-06-2025,12-06-2025,5,3,0,1,Credit Card,Checked-In,1630.07,0,8150.35,628.62,8778.97
B002790,P004,RT02,CH08,C001764,24-03-2025,21-07-2025,23-07-2025,2,3,0,1,Cash,Checked-In,2852.07,0,5704.14,1196.27,6900.41
B002791,P006,RT01,CH06,C004691,20-09-2024,09-10-2024,10-10-2024,1,2,1,1,Credit Card,Checked-Out,2095.5,5,1990.72,510.3,2501.02
B002792,P008,RT01,CH03,C004585,16-04-2025,23-07-2025,25-07-2025,2,1,2,1,Debit Card,Confirmed,2054.93,10,3698.87,378.32,4077.19
B002793,P004,RT03,CH04,C000124,03-02-2024,08-02-2024,10-02-2024,2,1,0,1,Credit Card,Checked-Out,3483.09,5,6617.87,66.45,6684.32
B002794,P006,RT02,CH05,C000607,17-05-2024,24-07-2024,26-07-2024,2,2,2,1,UPI,Confirmed,2743.88,5,5213.37,365.76,5579.13
B002795,P005,RT01,CH02,C004218,19-01-2025,02-04-2025,03-04-2025,1,2,0,1,UPI,Checked-Out,1861.11,0,1861.11,403.56,2264.67
B002796,P008,RT01,CH01,C002922,11-06-2024,05-10-2024,06-10-2024,1,2,0,1,Debit Card,Checked-Out,2289.85,0,2289.85,313.03,2602.88
B002797,P004,RT03,CH03,C001095,26-12-2024,27-03-2025,29-03-2025,2,2,0,1,Net Banking,Checked-Out,3880.77,5,7373.46,720.5,8093.96
B002798,P007,RT01,CH06,C002152,17-05-2025,28-05-2025,30-05-2025,2,4,0,1,Credit Card,Checked-Out,2318.12,10,4172.62,308.74,4481.36
B002799,P002,RT01,CH02,C002714,20-07-2025,13-11-2025,18-11-2025,5,3,1,1,UPI,Checked-Out,2219.72,0,11098.6,266.47,11365.07
B002800,P008,RT03,CH02,C004769,21-06-2025,05-07-2025,06-07-2025,1,2,0,1,UPI,Confirmed,3534.86,5,3358.12,438.18,3796.3
